Project,Fundraise,Pre-valuation,Stage,Investors,Category,Date,Year
BTF,12,120,Funding Round,Draft Ventures,Blockchain,11/19/2024,2024
BTF,12,120,Funding Round,YAY Network,Blockchain,11/19/2024,2024
Noble,15,150,Series A,Paradigm,Blockchain Service,11/19/2024,2024
Noble,15,150,Series A,Wintermute,Blockchain Service,11/19/2024,2024
Noble,15,150,Series A,Foresight Ventures,Blockchain Service,11/19/2024,2024
Noble,15,150,Series A,Informal Systems,Blockchain Service,11/19/2024,2024
Barter,3,30,Seed Round,Digital Currency Group (DCG),DeFi,11/19/2024,2024
Barter,3,30,Seed Round,Maven 11 Capital,DeFi,11/19/2024,2024
Barter,3,30,Seed Round,Daedalus,DeFi,11/19/2024,2024
Barter,3,30,Seed Round,Lattice,DeFi,11/19/2024,2024
Barter,3,30,Seed Round,Anagram Crypto,DeFi,11/19/2024,2024
Barter,3,30,Seed Round,Heartcore Capita,DeFi,11/19/2024,2024
OpenLayer,5,50,Funding Round,a16z crypto CSX,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,IOSG Ventures,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,The Spartan Group,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,Eterna Capital,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,IDG Capital,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,Cadenza Ventures,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,LongHash Ventures,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,MH Ventures,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,Geometry DAO,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,Side Door Ventures,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,Public Works,Blockchain Service,11/19/2024,2024
OpenLayer,5,50,Funding Round,10K Ventures,Blockchain Service,11/19/2024,2024
HEU,2,20,Pre-seed,Amber Group,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Manifold Trading,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Selini Capital,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,DCF GOD,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Zephyrus Capital,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Contango Digital Assets,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Mozaik Capital,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,X Ventures,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Sharding Capital,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Altcoin Sherpa,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Sungjae Han,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,kininf,DePIN,11/14/2024,2024
HEU,2,20,Pre-seed,Steroids Capital,DePIN,11/14/2024,2024
PULSE,2,18,Pre-seed,Delphi Digital (Delphi Labs),Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Lemniscap,Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Santiago Roel Santos,Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Jordi Alexander,Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Collab+Currency,Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Lattice Capital,Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Anatoly Yakovenko,Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Tristan Yver,Healthcare,11/14/2024,2024
PULSE,2,18,Pre-seed,Geoff Renaud,Healthcare,11/14/2024,2024
Folks Finance,3,75,Series A,Mapleblock Capital,Lending Platform,11/14/2024,2024
Folks Finance,3,75,Series A,Borderless Capital,Lending Platform,11/14/2024,2024
Folks Finance,3,75,Series A,Algorand Foundation,Lending Platform,11/14/2024,2024
Folks Finance,3,75,Series A,SOVO,Lending Platform,11/14/2024,2024
Shipfinex,2,15,Seed Round,Gaurav Mehta,DeFi,11/14/2024,2024
Shipfinex,2,15,Seed Round,Vivek Seth,DeFi,11/14/2024,2024
Shipfinex,2,15,Seed Round,Yasovardhan Chinni,DeFi,11/14/2024,2024
0G Labs,40,400,Series A,Delphi Digital (Delphi Labs),Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,OKX Ventures,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Samsung NEXT,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Bankless,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Hack VC,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Animoca Brands,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,P2 Ventures,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Sandeep Nailwal,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Alchemy,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Foresight Ventures,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Abstract Ventures,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Yat Siu,Infrastructure,11/13/2024,2024
0G Labs,40,400,Series A,Blockdaemon,Infrastructure,11/13/2024,2024
Ennoventure,9,89,Series A,Fenice Investment Group,Infrastructure,11/13/2024,2024
Ennoventure,9,89,Series A,Tanglin Venture Partners,Infrastructure,11/13/2024,2024
BNB,10,100,Funding Round,Google Cloud,Blockchain,11/12/2024,2024
MOCA,10,100,Funding Round,HongShan (ex-Sequoia China),NFT,11/12/2024,2024
MOCA,10,100,Funding Round,OKX Ventures,NFT,11/12/2024,2024
MOCA,10,100,Funding Round,Kingsway Capital,NFT,11/12/2024,2024
MOCA,10,100,Funding Round,Republic,NFT,11/12/2024,2024
MOCA,10,100,Funding Round,CMCC Global,NFT,11/12/2024,2024
MOCA,10,100,Funding Round,Decima,NFT,11/12/2024,2024
Alluvial,4,43,Strategic Round,Variant,DeFi,11/12/2024,2024
Alluvial,4,43,Strategic Round,Brevan Howard,DeFi,11/12/2024,2024
Alluvial,4,43,Strategic Round,Nascent,DeFi,11/12/2024,2024
Alluvial,4,43,Strategic Round,Ethereal Ventures,DeFi,11/12/2024,2024
Alluvial,4,43,Strategic Round,F-Prime Capital,DeFi,11/12/2024,2024
